,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_eqw,nii_6584_eqw
221,314,51641,493,b'GALAXY',b'STARFORMING',0.143873,189.9035,36.6487,25.46542,98.34987,-20.18996,-11.35938
222,314,51641,518,b'GALAXY',b'STARFORMING',0.08313544,72.78849,23.47776,16.31134,42.32111,-4.488824,-2.541922
223,315,51663,90,b'GALAXY',b'STARBURST',0.05712001,107.2461,34.32908,33.46437,20.53366,-35.14642,-6.485336
224,315,51663,236,b'GALAXY',b'STARBURST',0.07847924,356.1724,103.646,103.7362,83.56654,-59.21387,-13.32856
225,315,51663,336,b'GALAXY',b'STARFORMING',0.08130021,425.3805,88.94283,36.44033,154.0235,-37.24868,-13.74695
226,326,52375,117,b'GALAXY',b'STARFORMING',0.140311,274.4419,74.75396,26.21619,76.60156,-36.90165,-9.99824
227,326,52375,120,b'GALAXY',b'STARFORMING',0.0377599,85.86591,26.2925,21.10385,23.0892,-17.09699,-4.808461
228,326,52375,414,b'GALAXY',b'STARBURST',0.06277878,881.2063,255.256,300.9703,176.9563,-89.16892,-17.73468
229,326,52375,460,b'GALAXY',b'',0.1051569,52.40965,13.38882,13.94622,33.63597,-5.585808,-2.686337
230,327,52294,349,b'GALAXY',b'',0.04285307,166.1693,48.90261,41.04176,38.93979,-33.55825,-6.523635
231,327,52294,396,b'GALAXY',b'STARFORMING',0.01586625,168.9507,48.03727,91.54937,18.06502,-19.67878,-1.898654
232,327,52294,411,b'GALAXY',b'',0.04819063,32.96333,14.33666,18.50487,22.63395,-1.226762,-0.7899898
233,328,52282,204,b'GALAXY',b'STARFORMING',0.05376337,283.3857,77.09718,31.34432,93.68518,-31.80589,-10.60437
234,328,52282,241,b'GALAXY',b'STARBURST',0.05825974,962.7154,283.4801,589.7026,130.9748,-84.65681,-11.0789
235,328,52282,335,b'GALAXY',b'STARFORMING',0.04690041,266.877,76.59127,44.11203,88.52109,-22.97438,-7.363995
236,328,52282,375,b'GALAXY',b'',0.1058447,119.1173,22.11638,7.642578,40.47415,-11.57149,-5.396518
237,328,52282,413,b'GALAXY',b'STARFORMING',0.05311564,56.00258,14.20669,5.773034,19.31211,-10.00357,-3.092185
238,328,52282,494,b'GALAXY',b'',0.1189736,215.6028,57.02687,11.96366,63.65796,-30.50422,-9.008835
239,328,52282,526,b'GALAXY',b'STARFORMING',0.07736063,43.13564,12.23204,11.99616,19.79096,-2.835096,-1.436405
240,328,52282,555,b'GALAXY',b'STARFORMING',0.04670004,125.912,43.30858,38.16031,30.73086,-20.99654,-3.9155
241,329,52056,466,b'GALAXY',b'STARFORMING',0.04561746,113.6384,38.14787,51.98408,22.03716,-22.52213,-4.286722
242,329,52056,554,b'GALAXY',b'STARFORMING',0.09136133,435.1706,84.19567,19.42152,176.5079,-33.52592,-13.55728
243,330,52370,520,b'GALAXY',b'STARFORMING',0.1780692,144.4895,23.9129,36.51323,72.41319,-12.68134,-6.392008
244,331,52368,40,b'GALAXY',b'STARBURST',0.1076272,393.9081,89.88811,131.2032,64.03346,-59.70094,-8.884883
245,331,52368,209,b'GALAXY',b'STARBURST',0.01941762,1770.802,401.5419,73.32132,608.6797,-70.15745,-24.50955
246,332,52367,218,b'GALAXY',b'STARFORMING',0.09721491,316.0739,62.71041,21.23484,133.4491,-14.52548,-5.945116
247,332,52367,325,b'GALAXY',b'STARFORMING',0.05125692,322.7055,69.34177,24.31397,119.6449,-19.60303,-6.863472
248,333,52313,126,b'GALAXY',b'STARFORMING',0.07345365,339.0113,87.71934,21.09677,128.8397,-27.6881,-10.48606
249,334,51993,21,b'GALAXY',b'STARFORMING',0.1720036,173.0041,44.71407,25.63326,84.66308,-13.51063,-5.46271
250,334,51993,233,b'GALAXY',b'STARBURST',0.02516428,760.553,245.3724,213.1327,157.4233,-39.9007,-8.1515
251,334,51993,365,b'GALAXY',b'STARBURST',0.006608162,1507.512,483.636,1950.541,42.71042,-772.2385,-22.23683
252,335,52000,54,b'GALAXY',b'STARFORMING',0.1341072,277.9762,72.31361,16.69579,108.844,-38.88277,-15.91727
253,335,52000,434,b'GALAXY',b'',0.02288939,158.8675,58.73833,136.7431,172.2631,-1.013487,-1.044654
254,336,51999,50,b'GALAXY',b'STARFORMING',0.09024897,138.0802,24.22477,17.21944,70.24027,-14.65627,-7.163229
255,336,51999,159,b'GALAXY',b'STARFORMING',0.1227262,241.4145,50.56132,17.61229,107.6836,-20.21669,-9.003636
256,337,51997,89,b'GALAXY',b'STARBURST',0.08714756,403.5918,106.8839,88.56548,98.52618,-60.66359,-14.67965
257,337,51997,183,b'GALAXY',b'STARBURST',0.0478659,781.5042,197.1878,47.88737,311.2547,-50.80691,-20.23766
258,337,51997,215,b'GALAXY',b'STARBURST',0.1037652,510.7281,166.2246,370.9836,63.93836,-121.7257,-13.98512
259,337,51997,494,b'GALAXY',b'STARBURST',0.1091365,570.3882,120.7815,21.5169,223.426,-44.47205,-17.25872
260,338,51694,50,b'GALAXY',b'STARBURST',0.08577006,278.1502,82.98579,55.27737,66.92642,-35.24956,-8.343814
261,338,51694,61,b'GALAXY',b'STARBURST',0.06706454,513.0414,160.7676,201.4442,113.5933,-52.82924,-11.50484
262,338,51694,360,b'GALAXY',b'STARFORMING',0.01647883,401.5323,120.435,52.32779,137.4363,-19.41805,-6.491353
263,338,51694,374,b'GALAXY',b'STARBURST',0.009130055,993.2818,226.8277,197.6185,278.2686,-83.05752,-22.85369
264,338,51694,515,b'GALAXY',b'STARFORMING',0.08274806,175.6896,38.21106,15.71467,83.27925,-11.7314,-5.636674
265,339,51692,26,b'GALAXY',b'AGN',0.2466644,176.6355,34.26788,84.60688,136.9289,-32.65493,-23.23936
266,339,51692,446,b'GALAXY',b'STARFORMING',0.1085379,165.5831,44.66621,11.27606,59.44722,-22.94905,-7.96926
267,339,51692,506,b'GALAXY',b'',0.08265988,64.00716,11.93487,12.3469,42.22718,-7.740956,-5.190197
268,339,51692,624,b'GALAXY',b'STARFORMING',0.129732,198.9845,41.20016,14.42071,81.06058,-14.33564,-5.848697
269,340,51990,38,b'GALAXY',b'STARFORMING',0.04786729,395.095,89.43281,35.64372,119.3352,-30.64965,-9.043607
270,340,51691,140,b'GALAXY',b'STARFORMING',0.1021833,96.64743,27.24707,12.81776,65.93341,-20.14905,-10.41222
271,340,51691,191,b'GALAXY',b'STARFORMING',0.04745001,604.3567,147.8707,25.41882,215.2818,-32.07947,-11.49466
272,340,51691,226,b'GALAXY',b'STARFORMING',0.07121976,210.2496,60.05215,38.05698,70.90224,-13.1321,-4.548543
273,340,51691,264,b'GALAXY',b'STARFORMING',0.08242678,314.375,63.4217,48.69687,162.2076,-18.19671,-9.386932
274,340,51691,514,b'GALAXY',b'STARBURST',0.05934715,759.9269,213.0892,273.5881,145.8918,-66.89851,-13.20508
275,340,51990,563,b'GALAXY',b'STARBURST',0.09524147,793.8839,146.0632,41.42832,307.1631,-43.34325,-16.73952
276,341,51690,105,b'GALAXY',b'STARBURST',0.04743186,256.3831,84.39137,122.4035,43.6917,-46.37797,-8.085834
277,341,51690,396,b'GALAXY',b'',0.05283822,92.64101,17.40967,12.13066,37.11417,-8.747471,-3.559494
278,341,51690,444,b'GALAXY',b'STARFORMING',0.06622519,190.5159,44.17927,30.66245,147.6444,-13.57981,-10.68256
279,341,51690,494,b'GALAXY',b'STARFORMING',0.08644015,115.7865,26.05786,17.12895,36.82976,-18.39591,-5.381729
280,341,51690,566,b'GALAXY',b'STARFORMING',0.102179,169.5597,49.3535,65.29188,79.99567,-23.77935,-10.0194
281,342,51691,181,b'GALAXY',b'STARBURST',0.07872328,696.7851,154.4985,32.22823,245.2003,-61.63324,-21.62395
282,342,51691,223,b'GALAXY',b'STARFORMING',0.07896673,188.2954,35.57321,21.43334,102.4065,-9.594972,-5.261222
283,343,51692,30,b'GALAXY',b'STARFORMING',0.0531863,179.9961,57.45154,39.27904,36.14334,-23.96325,-4.898573
284,343,51692,105,b'GALAXY',b'STARFORMING',0.03174879,223.7487,65.2149,14.51762,76.0414,-13.80564,-4.960549
285,343,51692,521,b'GALAXY',b'STARFORMING',0.05020094,308.3335,57.21908,20.54095,150.3698,-21.87653,-10.51669
286,344,51693,57,b'GALAXY',b'STARFORMING',0.07280156,111.8276,31.41984,15.23224,33.51947,-18.3827,-5.395527
287,344,51693,102,b'GALAXY',b'STARFORMING',0.1240135,569.2412,108.5819,196.0334,415.8307,-22.95887,-17.02953
288,344,51693,185,b'GALAXY',b'STARFORMING',0.05774429,515.6265,118.8956,29.68592,182.7998,-25.91084,-9.136115
289,344,51693,329,b'GALAXY',b'STARFORMING',0.05636472,81.72236,29.99014,18.8315,17.73455,-17.85388,-3.081795
290,344,51693,477,b'GALAXY',b'AGN',0.05909625,119.2031,49.97097,61.08995,161.5131,-1.8773,-2.504269
291,344,51693,516,b'GALAXY',b'',0.04817119,155.6701,26.62512,40.89508,175.3673,-2.584533,-2.668947
292,345,51690,110,b'GALAXY',b'STARFORMING',0.08032857,91.17236,29.04736,13.96693,32.67459,-14.83589,-5.014737
293,345,51690,132,b'GALAXY',b'STARFORMING',0.08779865,744.1744,105.6751,22.81503,306.6079,-31.02985,-12.79378
294,346,51693,24,b'GALAXY',b'STARBURST',0.05122699,2377.748,653.9489,1259.787,325.912,-105.7497,-14.37794
295,346,51693,124,b'GALAXY',b'STARFORMING',0.03713626,167.4698,54.27228,75.31026,27.4988,-27.9806,-4.507596
296,346,51693,403,b'GALAXY',b'STARFORMING',0.1327327,393.8358,98.9117,24.50074,148.9219,-31.39681,-11.76652
297,346,51693,469,b'GALAXY',b'AGN',0.169668,306.0753,63.18598,268.2121,176.4247,-24.79372,-13.64905
298,346,51693,615,b'GALAXY',b'STARFORMING',0.04829309,312.2619,83.64093,43.40229,180.0459,-10.0392,-5.512263
299,348,51696,166,b'GALAXY',b'STARBURST',0.1354015,293.599,66.88892,37.7339,97.34863,-42.15216,-13.66643
300,348,51696,216,b'GALAXY',b'STARFORMING',0.1081965,80.05404,32.60608,35.24768,42.97523,-3.87561,-1.931694
301,348,51696,321,b'GALAXY',b'STARFORMING',0.178589,232.4977,52.18739,55.66496,81.74783,-13.22054,-5.174278
302,348,51696,384,b'GALAXY',b'STARFORMING',0.02427576,96.7038,27.55992,11.5526,32.9691,-7.346785,-2.503113
303,348,51671,569,b'GALAXY',b'STARFORMING',0.2471503,199.1372,43.72414,26.81648,115.0377,-16.42388,-10.03503
304,349,51699,203,b'GALAXY',b'',0.1902981,44.69671,13.74706,12.97236,33.07814,-3.496872,-2.203657
305,349,51699,236,b'GALAXY',b'STARBURST',0.137225,398.0394,89.77152,37.90195,113.753,-38.86986,-11.29327
306,349,51699,467,b'GALAXY',b'STARFORMING',0.08455465,171.252,44.18972,31.21119,41.1094,-26.1219,-6.278169
307,350,51691,59,b'GALAXY',b'STARBURST',0.1193972,1410.935,379.2978,586.4791,403.0691,-127.0106,-36.61834
308,350,51691,276,b'GALAXY',b'STARFORMING',0.0798556,86.00113,21.55659,11.41142,29.73099,-12.48114,-4.475863
309,350,51691,372,b'GALAXY',b'',0.1038347,145.6518,23.55484,13.14456,62.75778,-10.26036,-4.105016
310,350,51691,398,b'GALAXY',b'STARBURST',0.07892174,787.006,202.7104,144.6312,219.1965,-71.38145,-20.2167
311,350,51691,487,b'GALAXY',b'STARFORMING',0.1536738,182.2667,39.50933,15.89429,60.13697,-20.62727,-7.649936
312,350,51691,536,b'GALAXY',b'',0.102977,41.07259,14.96177,27.02564,24.04979,-2.966296,-1.496073
313,350,51691,638,b'GALAXY',b'STARFORMING',0.0839698,296.5893,60.3177,18.30794,128.5685,-10.94964,-4.826305
314,351,51780,93,b'GALAXY',b'STARFORMING',0.07825824,180.8699,44.66585,89.09523,107.8474,-11.24783,-6.461425
315,351,51780,209,b'GALAXY',b'STARFORMING',0.05957277,203.5036,51.42311,9.274358,75.69602,-21.29705,-8.045442
316,351,51695,288,b'GALAXY',b'',0.07173683,80.45913,19.37356,16.79081,52.58069,-3.444655,-2.287536
317,351,51695,432,b'GALAXY',b'STARFORMING',0.06251995,63.31356,14.80653,8.096061,19.40702,-18.96876,-4.653919
318,351,51780,560,b'GALAXY',b'STARFORMING',0.1047538,296.2737,62.81631,14.87865,145.8828,-33.48312,-16.05554
319,351,51695,567,b'GALAXY',b'STARFORMING',0.07860665,134.2519,32.42745,10.93689,48.96431,-30.44005,-11.3416
320,351,51780,592,b'GALAXY',b'STARFORMING',0.06709873,362.7211,72.08306,22.15017,112.5233,-24.21284,-7.627932
321,352,51789,234,b'GALAXY',b'AGN',0.06414763,157.5714,36.27968,207.172,142.9661,-4.03227,-3.427099
322,352,51789,251,b'GALAXY',b'STARFORMING',0.06413238,572.1074,133.2324,39.38457,280.2118,-31.65843,-15.059
323,352,51789,468,b'GALAXY',b'STARFORMING',0.03406382,251.7791,59.60194,75.0152,43.05986,-19.87251,-3.106206
324,352,51789,584,b'GALAXY',b'STARFORMING',0.07020462,286.6916,62.66953,17.78497,144.0476,-25.07022,-12.67267
325,353,51703,127,b'GALAXY',b'STARBURST',0.06304429,227.6258,59.20345,83.51814,37.26876,-46.28172,-7.49386
326,353,51703,263,b'GALAXY',b'STARFORMING',0.07649436,375.4028,72.43775,13.86925,137.0646,-17.03024,-6.275778
327,353,51703,350,b'GALAXY',b'STARFORMING',0.1560975,309.9112,56.11377,49.57763,162.0341,-22.56438,-11.16101
328,353,51703,523,b'GALAXY',b'STARFORMING',0.02607691,516.9743,143.1003,25.96044,199.8683,-29.85547,-11.63457
329,353,51703,539,b'GALAXY',b'STARFORMING',0.07407509,202.6784,46.31482,14.35766,85.14893,-9.290158,-3.985562
330,354,51792,70,b'GALAXY',b'STARBURST',0.09279311,892.4342,231.3784,91.89942,300.7184,-59.39011,-19.98146
331,354,51792,98,b'GALAXY',b'STARBURST',0.01040996,5974.547,1720.899,3763.874,661.8847,-630.8065,-73.54359
332,355,51788,13,b'GALAXY',b'',0.1145359,71.47901,13.77472,40.72223,24.80834,-6.268047,-3.191662
333,355,51788,256,b'GALAXY',b'STARFORMING',0.01754075,92.63122,30.2859,23.11156,20.86842,-14.42603,-3.364984
334,355,51788,459,b'GALAXY',b'STARFORMING',0.04922799,241.6471,73.13777,44.04434,79.4135,-29.76874,-9.236905
335,355,51788,480,b'GALAXY',b'STARBURST',0.03059716,574.6346,176.4143,460.9163,34.47552,-96.42543,-5.447851
336,357,51813,187,b'GALAXY',b'STARFORMING',0.06273412,231.6283,42.85505,19.4116,97.14964,-20.90726,-8.805949
337,357,51813,188,b'GALAXY',b'STARFORMING',0.1079312,180.3046,39.0168,14.36692,74.18799,-22.16334,-7.435118
338,357,51813,223,b'GALAXY',b'STARFORMING',0.06186731,608.7203,118.8431,83.36134,504.8043,-14.12415,-10.94086
339,357,51813,601,b'GALAXY',b'STARBURST',0.1290408,731.6552,172.1135,92.55011,282.2211,-40.91862,-16.00608
340,359,51821,85,b'GALAXY',b'STARBURST',0.07257269,327.5355,82.20171,102.7519,61.41693,-61.41445,-10.98116
341,359,51821,241,b'GALAXY',b'STARBURST',0.1200286,445.2969,117.9754,38.05028,155.8635,-49.82714,-17.86942
342,359,51821,519,b'GALAXY',b'STARFORMING',0.02974337,324.0417,85.41399,116.411,57.87946,-29.86345,-5.131256
343,359,51821,570,b'GALAXY',b'STARFORMING',0.08598758,479.9815,100.0293,61.84129,246.684,-16.81856,-8.460805
344,360,51816,70,b'GALAXY',b'STARFORMING',0.08965398,433.8249,93.93965,17.0939,156.834,-31.78097,-11.33662
345,362,51999,307,b'GALAXY',b'STARFORMING',0.07909308,574.8707,125.0576,20.74479,185.9816,-20.66085,-6.694517
346,363,51989,197,b'GALAXY',b'STARFORMING',0.05902692,160.7556,34.53972,8.663767,50.12352,-20.59737,-6.461628
347,363,51989,294,b'GALAXY',b'STARFORMING',0.02836186,820.9135,117.8242,34.34014,315.7598,-39.70836,-15.61928
348,363,51989,472,b'GALAXY',b'STARFORMING',0.08185304,184.1042,49.9651,15.59995,74.75054,-15.05843,-6.081453
349,363,51989,616,b'GALAXY',b'STARFORMING',0.105495,133.2603,31.22201,12.61091,80.75016,-11.90637,-5.773645
350,364,52000,250,b'GALAXY',b'STARBURST',0.04351588,644.4451,160.7243,130.3892,148.8933,-50.33063,-11.98368
351,364,52000,286,b'GALAXY',b'STARFORMING',0.04593659,410.2624,60.70536,30.59711,224.8802,-15.24083,-8.269382
352,366,52017,204,b'GALAXY',b'STARFORMING',0.1248733,170.2781,27.79467,12.88904,56.30834,-18.44036,-6.296109
353,366,52017,307,b'GALAXY',b'STARFORMING',0.05243684,200.6529,48.38825,61.73849,38.36398,-34.39317,-6.571514
354,366,52017,325,b'GALAXY',b'STARFORMING',0.02768194,289.176,53.42852,32.01854,102.5956,-25.74523,-9.522596
355,366,52017,404,b'GALAXY',b'STARFORMING',0.02904564,1753.893,371.5432,100.7862,818.918,-14.51328,-6.733012
356,367,51997,42,b'GALAXY',b'STARFORMING',0.1188154,219.5615,48.30487,11.30773,73.281,-27.27979,-10.46293
357,367,51997,377,b'GALAXY',b'STARFORMING',0.1167462,141.1077,32.88771,10.04372,67.76381,-12.3353,-5.90092
358,367,51997,453,b'GALAXY',b'STARFORMING',0.1926138,163.2013,23.55345,12.19847,92.08144,-21.62281,-10.87983
359,367,51997,523,b'GALAXY',b'STARFORMING',0.120065,195.1727,44.59464,14.67722,76.02773,-18.80563,-7.383761
360,367,51997,578,b'GALAXY',b'STARBURST',0.02849322,552.27,156.7877,230.9136,92.0155,-46.9187,-7.81167
361,371,52078,74,b'GALAXY',b'',0.02683276,125.0477,37.10986,51.98022,60.75574,-2.062868,-0.9365106
362,371,52078,83,b'GALAXY',b'STARFORMING',0.1357466,370.2491,68.60178,34.86924,154.1535,-24.41813,-10.50348
363,371,52078,190,b'GALAXY',b'',0.071406,55.27545,14.77241,16.87211,21.60186,-3.140287,-1.21526
364,371,52078,220,b'GALAXY',b'STARFORMING',0.1034144,315.0978,89.9166,56.37645,82.09775,-32.24626,-8.421031
365,371,52078,425,b'GALAXY',b'BROADLINE',0.04986844,213.4761,32.40369,66.42396,506.2258,-11.89368,-21.53754
366,371,52078,625,b'GALAXY',b'STARFORMING',0.1593009,248.9061,49.17576,20.66863,130.9445,-31.35676,-16.70554
367,372,52173,19,b'GALAXY',b'STARBURST',0.2815486,486.9349,109.1126,80.73772,165.9882,-79.50011,-27.75047
368,372,52173,88,b'GALAXY',b'STARBURST',0.1732738,317.4839,75.65038,52.75837,73.79843,-59.44168,-18.79118
369,372,52173,178,b'GALAXY',b'STARBURST',0.2280265,132.4369,39.05323,129.1347,9.246805,-96.9782,-7.518908
370,372,52173,596,b'GALAXY',b'STARFORMING',0.1066068,109.7439,26.09468,13.47123,56.34039,-12.50996,-7.038718
371,373,51788,5,b'GALAXY',b'STARFORMING',0.09306712,168.161,42.98175,30.48531,64.60677,-7.718677,-3.183083
372,373,51788,120,b'GALAXY',b'STARFORMING',0.029635,1036.848,247.069,83.30273,348.5357,-30.79793,-10.53461
373,373,51788,195,b'GALAXY',b'STARFORMING',0.143335,164.761,46.87598,20.3832,55.66824,-19.83002,-6.402225
374,373,51788,246,b'GALAXY',b'',0.06337393,149.6027,35.1218,43.22831,179.2964,-5.120675,-5.904425
375,373,51788,284,b'GALAXY',b'STARFORMING',0.1757367,275.2034,71.89828,30.71996,107.016,-27.75035,-10.12195
376,373,51788,534,b'GALAXY',b'STARBURST',0.0955774,271.6622,72.84364,107.7303,49.55666,-65.16057,-11.91421
377,374,51791,41,b'GALAXY',b'STARFORMING',0.09894101,214.0227,47.79353,14.07541,66.11282,-35.0167,-14.62622
378,374,51791,348,b'GALAXY',b'STARFORMING',0.1932992,409.4845,89.91979,51.42414,183.7294,-30.22203,-13.74505
379,375,52140,20,b'GALAXY',b'STARFORMING',0.05879203,308.2568,89.15484,19.33148,105.5629,-25.58302,-8.775859
380,375,52140,469,b'GALAXY',b'STARBURST',0.06076047,554.8796,147.6662,158.0329,121.9731,-43.73921,-9.822973
381,376,52143,1,b'GALAXY',b'STARBURST',0.05845734,599.5947,178.1694,702.4643,38.79662,-123.6954,-8.815484
382,376,52143,351,b'GALAXY',b'STARBURST',0.09628711,271.9628,85.76536,152.1624,46.55534,-72.98784,-12.29143
383,376,52143,505,b'GALAXY',b'STARFORMING',0.05599815,323.3633,71.09022,27.92738,120.346,-21.70285,-7.6099
384,376,52143,509,b'GALAXY',b'STARFORMING',0.06290114,396.0501,92.90634,254.2209,173.311,-17.22553,-7.05422
385,377,52145,406,b'GALAXY',b'STARBURST',0.06073125,357.5644,103.5996,114.5058,67.61158,-70.88092,-13.36715
386,378,52146,243,b'GALAXY',b'STARFORMING',0.05926454,161.0188,29.90724,14.58808,50.56042,-16.5017,-5.291587
387,379,51789,81,b'GALAXY',b'STARBURST',0.08346853,504.8593,80.91933,84.43564,305.2629,-44.30888,-26.13975
388,379,51789,85,b'GALAXY',b'STARFORMING',0.08356476,204.7101,61.22477,31.82294,74.74989,-15.92777,-5.472429
389,379,51789,98,b'GALAXY',b'STARBURST',0.1117139,405.155,106.3987,108.7346,74.25248,-71.06096,-14.06153
390,379,51789,356,b'GALAXY',b'STARFORMING',0.1607396,293.5467,59.10847,33.25771,129.689,-33.62191,-14.90661
391,379,51789,426,b'GALAXY',b'AGN',0.05383132,576.841,143.2706,825.4888,474.5724,-24.84531,-19.21195
392,380,51792,97,b'GALAXY',b'',0.0426905,142.9551,45.17691,43.47176,34.41008,-30.88214,-6.115662
393,380,51792,283,b'GALAXY',b'STARFORMING',0.1229107,79.36877,20.60303,25.03557,58.90948,-10.50183,-9.119873
394,380,51792,431,b'GALAXY',b'STARFORMING',0.08168549,195.6219,49.97406,14.75364,95.47546,-15.6395,-7.657006
395,380,51792,524,b'GALAXY',b'STARFORMING',0.06540931,214.5275,38.54047,17.81123,71.83986,-27.08619,-8.882588
396,381,51811,98,b'GALAXY',b'STARBURST',0.2905071,256.2734,70.33894,32.69394,106.3508,-57.97161,-19.69063
397,381,51811,287,b'GALAXY',b'STARFORMING',0.05046886,239.3118,73.90955,84.09195,87.44041,-12.96365,-4.554065
398,381,51811,379,b'GALAXY',b'STARFORMING',0.06053685,83.38687,15.717,11.0846,31.06844,-10.16223,-4.060551
399,381,51811,493,b'GALAXY',b'STARFORMING',0.07076645,198.4223,58.44334,21.65218,55.01981,-26.7563,-7.136028
400,382,51816,1,b'GALAXY',b'STARBURST',0.01460759,2908.542,924.0336,3982.206,117.931,-301.2017,-12.78985
401,382,51816,83,b'GALAXY',b'STARFORMING',0.0915164,156.6414,35.24364,14.99653,49.91439,-18.11475,-5.214552
402,382,51816,84,b'GALAXY',b'STARFORMING',0.1121846,505.7137,126.9171,39.14096,261.4534,-37.54344,-20.62365
403,382,51816,121,b'GALAXY',b'STARFORMING',0.2853041,82.35414,20.32192,15.13696,58.68915,-16.37121,-10.53253
404,382,51816,168,b'GALAXY',b'STARBURST',0.06866944,308.8032,99.23234,120.2868,54.96229,-34.89026,-6.061171
405,382,51816,204,b'GALAXY',b'STARFORMING',0.02788328,95.68653,27.54579,59.19555,8.328737,-31.86309,-3.380172
406,382,51816,331,b'GALAXY',b'STARFORMING',0.1207359,142.302,31.74542,19.04499,60.76709,-13.59475,-5.347285
407,382,51816,415,b'GALAXY',b'STARFORMING',0.08609167,142.4311,24.74969,16.89532,63.53497,-19.5446,-8.548922
408,382,51816,483,b'GALAXY',b'STARFORMING',0.09533698,122.5719,31.15719,30.80627,24.98297,-27.79049,-5.806007
409,382,51816,514,b'GALAXY',b'STARFORMING',0.02979402,869.5917,214.0473,521.3558,558.3102,-12.63142,-8.14002
410,382,51816,537,b'GALAXY',b'STARBURST',0.06091959,1219.596,219.174,382.441,319.0772,-69.76472,-18.76834
411,382,51816,576,b'GALAXY',b'STARFORMING',0.02969553,437.347,81.20437,28.69484,173.6847,-11.99486,-4.810187
412,383,51818,254,b'GALAXY',b'STARFORMING',0.07099999,164.2392,43.16004,16.12338,53.56858,-27.71064,-8.750478
413,383,51818,283,b'GALAXY',b'STARFORMING',0.08500039,161.6431,35.32618,14.30105,75.23695,-16.75157,-7.81356
414,383,51818,387,b'GALAXY',b'STARFORMING',0.06908872,424.1272,96.56008,37.74761,166.3708,-32.94577,-12.97424
415,383,51818,413,b'GALAXY',b'STARFORMING',0.03194201,388.7096,122.8701,111.7091,82.83531,-37.66776,-7.84585
416,384,51821,337,b'GALAXY',b'STARBURST',0.188067,211.1957,46.31425,33.84282,70.85921,-59.97045,-17.94814
417,384,51821,395,b'GALAXY',b'STARFORMING',0.03455221,124.4032,38.27616,40.07173,27.75038,-24.32198,-6.091936
418,384,51821,511,b'GALAXY',b'STARFORMING',0.09832364,153.1701,37.75763,46.37666,30.28528,-36.30757,-7.009229
419,384,51821,538,b'GALAXY',b'STARFORMING',0.08693098,777.734,99.33197,38.09874,471.0849,-41.50146,-25.44641
420,385,51877,109,b'GALAXY',b'STARFORMING',0.2447102,128.0827,25.25838,17.82961,54.44302,-26.95193,-11.54354
