,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_eqw,nii_6584_eqw
6245,510,52381,242,b'GALAXY',b'STARFORMING',0.07497454,101.4425,27.49254,13.7263,33.63321,-19.52202,-6.572034
6246,511,52636,408,b'GALAXY',b'STARFORMING',0.008353017,602.5897,98.83096,21.71421,269.8138,-19.38548,-8.700034
6247,511,52636,410,b'GALAXY',b'STARFORMING',0.03907449,525.0836,132.0802,106.0274,157.2551,-31.41036,-9.902077
6248,511,52636,615,b'GALAXY',b'STARFORMING',0.1293623,289.2595,69.2558,12.9816,94.1016,-37.63408,-12.56942
6249,512,51992,23,b'GALAXY',b'STARFORMING',0.04191792,101.7842,31.00086,37.89457,20.70687,-24.44161,-5.808846
6250,512,51992,335,b'GALAXY',b'STARBURST',0.03351888,1723.995,522.2233,1160.198,208.1557,-47.80676,-6.085387
6251,512,51992,418,b'GALAXY',b'STARBURST',0.04969352,2204.736,393.5576,367.5674,715.741,-102.3234,-33.39536
6252,512,51992,639,b'GALAXY',b'STARFORMING',0.01702557,152.4865,46.1754,15.95798,49.61989,-11.06598,-3.317126
6253,513,51989,336,b'GALAXY',b'STARBURST',0.09621866,695.3403,162.2838,59.74117,255.9869,-52.53897,-19.75394
6254,513,51989,588,b'GALAXY',b'STARFORMING',0.07445886,56.99864,15.71492,9.657596,15.9841,-10.7428,-3.433594
6255,514,51994,342,b'GALAXY',b'STARFORMING',0.04695126,122.0772,31.19018,25.0583,27.43573,-22.95297,-5.323411
6256,514,51994,443,b'GALAXY',b'STARFORMING',0.0753998,332.9243,96.29204,41.28598,101.7631,-31.15748,-9.45871
6257,514,51994,616,b'GALAXY',b'STARBURST',0.19748,335.778,75.98975,42.55419,102.3253,-69.773,-21.87082
6258,515,52051,88,b'GALAXY',b'STARFORMING',0.004336047,239.743,99.21267,222.6751,27.13339,-13.37615,-1.693714
6259,515,52051,115,b'GALAXY',b'STARFORMING',0.06761529,197.5634,52.56658,33.74149,50.07449,-31.08189,-8.730019
6260,515,52051,165,b'GALAXY',b'STARFORMING',0.06707519,117.6764,30.70941,19.86906,56.28178,-4.603055,-2.35308
6261,515,52051,192,b'GALAXY',b'STARBURST',0.07075009,645.2009,193.4786,123.7759,183.6668,-60.03833,-17.06719
6262,516,52017,241,b'GALAXY',b'STARFORMING',0.07708713,454.7865,96.4202,87.21988,208.8143,-18.69352,-8.519647
6263,516,52017,291,b'GALAXY',b'STARBURST',0.06645247,580.0701,122.4176,62.48493,203.069,-44.59064,-15.53028
6264,516,52017,545,b'GALAXY',b'STARFORMING',0.08189443,181.8988,59.97898,48.37996,46.43385,-20.34243,-5.156638
6265,516,52017,615,b'GALAXY',b'STARFORMING',0.01938226,181.0608,50.81627,73.27327,84.35384,-5.521383,-2.695971
6266,517,52024,99,b'GALAXY',b'STARFORMING BROADLINE',0.212555,254.913,42.75279,22.35598,113.3863,-42.27058,-20.28229
6267,517,52024,414,b'GALAXY',b'STARBURST',0.1327718,287.8577,79.19594,62.44648,69.45036,-58.37633,-14.3314
6268,518,52282,54,b'GALAXY',b'STARFORMING',0.02524902,189.2139,57.80032,47.51717,40.1869,-14.25448,-2.794041
6269,518,52282,84,b'GALAXY',b'AGN',0.117247,232.5616,62.55441,150.7067,181.1698,-12.09431,-9.045912
6270,518,52282,234,b'GALAXY',b'STARFORMING',0.07889185,103.0869,26.28834,12.59765,40.75797,-12.6441,-5.265027
6271,518,52282,268,b'QSO',b'STARBURST BROADLINE',0.1894086,642.6855,127.92,1172.687,734.6312,-42.99333,-30.48742
6272,518,52282,297,b'GALAXY',b'STARFORMING',0.1274455,236.279,61.22879,26.00656,79.62031,-34.30966,-9.358374
6273,519,52283,180,b'GALAXY',b'STARFORMING',0.1100587,157.0977,32.35554,13.20704,81.31686,-12.38103,-6.501263
6274,519,52283,199,b'GALAXY',b'STARBURST',0.1110916,712.1438,144.7181,46.15469,259.5561,-36.80392,-13.40449
6275,519,52283,462,b'GALAXY',b'STARFORMING',0.006120098,1126.179,323.9285,538.4694,159.4324,-38.27032,-5.839206
6276,519,52283,481,b'GALAXY',b'STARFORMING',0.02538831,147.5845,37.95548,26.28093,33.37492,-26.91124,-5.916529
6277,519,52283,529,b'GALAXY',b'STARFORMING',0.006201168,424.835,130.2356,506.3838,23.15031,-38.71245,-2.122551
6278,519,52283,553,b'GALAXY',b'AGN',0.05020562,92.54432,19.59569,100.3531,96.93548,-3.258718,-3.06823
6279,520,52288,240,b'GALAXY',b'STARFORMING',0.07923853,514.3726,113.4106,22.16181,213.1805,-30.71474,-12.77475
6280,520,52288,309,b'GALAXY',b'STARFORMING',0.005644963,419.5094,130.6656,44.83813,158.0713,-9.593039,-3.479275
6281,520,52288,370,b'GALAXY',b'STARFORMING',0.08029392,323.2362,93.19799,159.5199,52.30679,-36.06598,-5.609715
6282,521,52326,72,b'GALAXY',b'STARFORMING',0.08486445,141.5872,34.40422,29.88913,77.39239,-14.11125,-7.747948
6283,521,52326,160,b'GALAXY',b'STARBURST',0.0917535,724.7902,185.3887,68.54014,283.8568,-44.87653,-17.3613
6284,521,52326,244,b'GALAXY',b'STARFORMING',0.04537846,672.9962,113.6481,36.10207,369.4643,-13.01396,-7.033815
6285,521,52326,452,b'GALAXY',b'STARFORMING',0.09331989,369.3528,85.54408,38.84516,168.0064,-24.54885,-11.16641
6286,522,52024,245,b'GALAXY',b'STARBURST',0.07736369,140.3018,36.44027,24.8189,38.62382,-31.06908,-8.346586
6287,523,52026,34,b'GALAXY',b'STARBURST',0.003218309,3286.87,970.243,455.9094,856.3206,-197.9361,-52.31303
6288,523,52026,136,b'GALAXY',b'STARFORMING',0.07066727,475.165,99.51497,23.39784,181.7182,-26.25818,-10.0287
6289,523,52026,426,b'GALAXY',b'STARFORMING',0.2058532,297.6511,50.37692,17.71857,105.5931,-34.67562,-12.78077
6290,523,52026,476,b'GALAXY',b'AGN BROADLINE',0.009272686,503.8937,137.2274,309.1106,414.9007,-2.992532,-2.49738
6291,524,52027,539,b'GALAXY',b'STARBURST',0.04706693,841.6033,204.7153,166.8918,243.8909,-53.7574,-15.50066
6292,524,52027,579,b'GALAXY',b'STARBURST',0.1846763,443.5826,128.7245,243.8972,97.26283,-89.6041,-22.13464
6293,525,52295,111,b'GALAXY',b'STARFORMING',0.1371928,324.369,73.37847,20.68884,124.8586,-26.29377,-10.10345
6294,525,52295,299,b'GALAXY',b'STARFORMING',0.0797729,263.0348,72.69846,14.79676,89.51548,-18.08991,-6.149028
6295,525,52295,540,b'GALAXY',b'',0.1134108,1229.743,331.8503,382.6908,296.2655,-201.6617,-48.91545
6296,526,52312,16,b'GALAXY',b'STARBURST',0.07790483,317.0466,89.27546,118.8364,55.2594,-42.29446,-7.807686
6297,526,52312,475,b'GALAXY',b'STARFORMING',0.1515123,263.6057,56.83908,12.97261,100.8004,-16.87869,-6.688077
6298,526,52312,508,b'GALAXY',b'STARFORMING',0.03985777,493.308,103.7489,18.11846,170.8377,-21.52146,-7.552094
6299,526,52312,513,b'GALAXY',b'',0.1457938,56.39827,12.83618,29.24819,58.1968,-3.92188,-3.713717
6300,526,52312,580,b'GALAXY',b'STARFORMING',0.1382134,374.0006,88.1403,101.5277,230.334,-18.2771,-10.92378
6301,527,52342,353,b'GALAXY',b'STARFORMING',0.08226498,605.5788,107.9164,28.5414,261.1261,-22.02622,-9.483648
6302,527,52342,472,b'GALAXY',b'STARFORMING',0.1699933,186.6204,32.95211,16.22652,85.89756,-17.25787,-8.636676
6303,528,52022,382,b'GALAXY',b'BROADLINE',0.126733,107.8938,18.47934,46.08296,131.1518,-16.48113,-17.82337
6304,528,52022,392,b'GALAXY',b'',0.07729591,53.54731,14.56826,24.57403,70.2916,-1.705228,-1.901125
6305,528,52022,395,b'GALAXY',b'',0.07850292,105.5141,19.04524,35.63805,122.2265,-3.819972,-4.096448
6306,528,52022,423,b'GALAXY',b'STARFORMING',0.09226817,158.8926,41.81264,13.20829,51.26322,-21.15298,-6.833766
6307,528,52022,610,b'GALAXY',b'STARFORMING',0.0434304,135.8081,44.70703,76.78517,17.39327,-28.51887,-3.399568
6308,529,52025,394,b'GALAXY',b'STARFORMING',0.1159072,272.3409,56.44519,12.57324,103.6722,-26.35942,-10.56716
6309,529,52025,426,b'GALAXY',b'',0.03815299,116.6636,22.9173,25.5025,81.03915,-2.585104,-1.830174
6310,529,52025,451,b'GALAXY',b'STARFORMING',0.07778948,161.8367,40.68507,10.54134,54.65121,-18.33558,-6.357681
6311,529,52025,489,b'GALAXY',b'STARFORMING',0.07887805,191.8797,38.20935,16.14697,99.02927,-15.09101,-7.816925
6312,530,52026,424,b'GALAXY',b'STARFORMING',0.08561496,189.8881,50.99134,31.74203,53.1848,-32.01389,-9.307249
6313,530,52026,599,b'GALAXY',b'STARBURST',0.1082558,1064.623,183.503,72.57449,491.7555,-66.67764,-30.61516
6314,530,52026,616,b'GALAXY',b'AGN',0.2786174,379.0338,59.96093,211.4594,335.8708,-40.54602,-28.77846
6315,531,52028,130,b'GALAXY',b'STARBURST',0.1451705,443.9525,119.204,72.65924,132.6647,-57.18274,-16.2619
6316,531,52028,599,b'GALAXY',b'STARBURST',0.2434411,127.6603,27.97626,42.91585,54.91131,-22.99244,-10.87034
6317,533,51994,419,b'GALAXY',b'STARBURST',0.1313447,434.8646,103.004,50.88781,164.802,-50.56456,-19.0407
6318,533,51994,557,b'GALAXY',b'',0.05602828,60.08253,15.02844,19.26514,50.78259,-2.391108,-2.037812
6319,534,51997,100,b'GALAXY',b'STARFORMING',0.04014046,241.2145,54.36116,17.23107,104.8844,-14.87953,-6.324149
6320,534,51997,157,b'GALAXY',b'STARFORMING',0.134281,102.4847,31.55569,25.39355,72.28062,-5.299372,-3.658896
6321,534,51997,408,b'GALAXY',b'STARFORMING',0.05521011,97.43623,26.06999,11.63434,49.00394,-8.137662,-4.162187
6322,534,51997,428,b'GALAXY',b'STARFORMING',0.02552492,78.56461,22.61096,38.00162,9.410289,-15.70339,-1.640674
6323,534,51997,432,b'GALAXY',b'STARFORMING',0.05284173,72.70068,20.72256,14.93611,33.91871,-5.427752,-2.467945
6324,534,51997,455,b'GALAXY',b'STARFORMING',0.05544671,596.5499,152.514,95.38847,164.8547,-38.14359,-10.53942
6325,534,51997,504,b'GALAXY',b'STARFORMING',0.05642888,96.25657,26.59026,9.422554,31.51825,-14.94007,-4.974668
6326,534,51997,567,b'GALAXY',b'STARFORMING',0.03604594,114.6849,33.21942,16.50728,32.0881,-17.28881,-5.030736
6327,534,51997,616,b'GALAXY',b'STARFORMING',0.02353202,96.54717,25.01459,52.26821,13.37971,-26.19446,-3.194854
6328,535,51999,173,b'GALAXY',b'STARFORMING',0.0513698,57.54256,20.84704,10.83066,14.88917,-15.71345,-4.957692
6329,535,51999,182,b'GALAXY',b'STARBURST',0.09908968,632.7468,133.4876,37.12218,281.8528,-41.01441,-18.43238
6330,535,51999,364,b'GALAXY',b'STARFORMING',0.2220497,162.783,30.65509,31.20827,69.57841,-33.96295,-13.8973
6331,535,51999,481,b'GALAXY',b'STARFORMING',0.02644832,485.0991,138.4514,126.6581,108.457,-37.62461,-8.24639
6332,535,51999,520,b'GALAXY',b'STARFORMING',0.02937561,231.4802,64.53142,16.93503,81.89162,-20.77487,-7.36628
6333,535,51999,526,b'GALAXY',b'STARFORMING',0.02784508,342.0617,98.28483,108.8218,61.51735,-30.69252,-5.528345
6334,535,51999,619,b'GALAXY',b'STARBURST',0.2046718,311.5531,72.74825,48.06866,111.1535,-102.0429,-34.1135
6335,535,51999,624,b'GALAXY',b'',0.09847564,36.31854,13.70257,12.98762,22.29324,-2.877281,-1.581775
6336,536,52024,107,b'GALAXY',b'STARFORMING',0.0845805,358.2771,68.68369,37.21681,182.2099,-16.04405,-8.417209
6337,536,52024,344,b'GALAXY',b'STARFORMING',0.07059816,103.1344,27.58889,26.834,23.3778,-25.82047,-5.992879
6338,537,52027,95,b'GALAXY',b'STARFORMING',0.09557535,150.9254,30.71427,16.34256,61.68487,-19.59501,-8.374638
6339,537,52027,118,b'GALAXY',b'STARFORMING',0.1160745,247.1261,53.26234,13.09503,89.75936,-22.68437,-9.958765
6340,537,52027,257,b'GALAXY',b'STARFORMING',0.20616,209.6378,39.43321,27.64494,117.5796,-25.93497,-15.05478
6341,537,52027,262,b'GALAXY',b'STARFORMING',0.07842114,284.1454,68.15275,25.77727,93.6292,-29.39821,-9.508984
6342,537,52027,274,b'GALAXY',b'STARFORMING',0.08369568,102.4872,29.88531,15.87737,35.04641,-13.15668,-4.640515
6343,537,52027,437,b'GALAXY',b'STARFORMING',0.0323001,214.3399,35.94323,12.78548,95.1104,-13.31166,-5.939783
6344,538,52029,67,b'GALAXY',b'STARBURST',0.08791981,614.3531,140.4945,32.79119,216.7189,-41.83764,-14.85537
6345,538,52029,117,b'GALAXY',b'',0.1191047,236.995,60.24492,25.60818,87.00751,-43.75244,-12.31408
6346,538,52029,489,b'GALAXY',b'STARFORMING',0.03409382,175.1109,54.59341,39.13747,43.30264,-21.10193,-4.826835
6347,538,52029,611,b'GALAXY',b'STARBURST',0.08472653,306.9258,79.27455,33.12203,106.7709,-34.56284,-12.21045
6348,539,52017,169,b'GALAXY',b'',0.1198361,203.0074,47.46698,10.80829,58.89159,-27.9454,-7.734295
6349,539,52017,176,b'GALAXY',b'STARBURST',0.1691891,658.4325,103.6507,23.51777,251.3584,-61.76352,-23.24464
6350,539,52017,307,b'GALAXY',b'STARBURST',0.1122356,676.8708,171.8046,94.76138,217.7431,-77.94363,-29.03821
6351,539,52017,626,b'GALAXY',b'STARFORMING',0.04228331,104.3646,34.49344,16.6456,31.31354,-19.23392,-7.340414
6352,540,51996,19,b'GALAXY',b'STARFORMING',0.05110364,228.58,63.6003,92.78207,35.87767,-28.06294,-4.416218
6353,540,51996,61,b'GALAXY',b'STARBURST',0.03039047,572.749,135.6944,279.8434,69.05363,-79.53881,-9.528103
6354,540,51996,167,b'GALAXY',b'STARFORMING',0.07454953,486.5484,143.8673,244.9508,84.89845,-40.33427,-7.253964
6355,540,51996,361,b'GALAXY',b'STARFORMING',0.06240496,96.39997,31.25836,19.71315,57.02616,-4.254975,-2.496483
6356,540,51996,409,b'GALAXY',b'STARFORMING',0.05055916,60.48303,17.17185,13.6008,15.10063,-21.59739,-5.318435
6357,540,51996,455,b'GALAXY',b'STARFORMING',0.08935799,335.1713,68.49069,19.39245,177.6205,-26.72863,-13.82232
6358,541,51959,512,b'GALAXY',b'',0.1605613,143.5017,32.03297,8.950378,61.04879,-16.11389,-6.833788
6359,542,51993,126,b'GALAXY',b'',0.06244523,48.11874,15.97172,29.62949,45.97034,-1.601892,-1.567095
6360,542,51993,366,b'GALAXY',b'',0.05608729,1402.136,409.5735,693.937,248.0663,-91.97198,-16.25459
6361,542,51993,503,b'GALAXY',b'STARBURST',0.08664716,227.7296,71.39278,51.0248,57.25008,-48.64157,-11.98388
6362,542,51993,613,b'GALAXY',b'STARFORMING',0.09304456,774.8765,167.4696,29.73783,264.8935,-28.18339,-9.662568
6363,543,52017,427,b'GALAXY',b'STARFORMING',0.09653125,119.9527,39.57552,20.2718,52.81561,-10.39377,-4.61778
6364,543,52017,433,b'GALAXY',b'',0.08456092,75.22277,15.81296,21.82178,45.30133,-5.589413,-3.166245
6365,535,51999,424,b'GALAXY',b'STARFORMING',0.05465046,278.6245,47.87521,24.75636,171.7896,-12.66738,-7.672821
6366,536,52024,5,b'GALAXY',b'STARFORMING',0.04976023,389.7675,93.25494,46.38657,132.7496,-27.7721,-9.359435
6367,536,52024,427,b'GALAXY',b'STARFORMING',0.07642764,102.9102,27.91635,15.77047,29.60102,-21.72048,-6.223206
6368,537,52027,413,b'GALAXY',b'STARFORMING',0.05953673,243.8168,57.35138,51.84254,60.78839,-25.67535,-6.331912
6369,537,52027,485,b'GALAXY',b'STARFORMING',0.1202772,115.5199,31.88728,10.13546,39.80434,-20.81618,-9.876424
6370,538,52029,606,b'GALAXY',b'STARFORMING',0.1294436,88.42117,21.63512,12.11343,25.36472,-15.00198,-3.982231
6371,539,52017,125,b'GALAXY',b'STARFORMING',0.03554999,131.983,31.45402,13.27234,49.16201,-12.44154,-4.824293
6372,540,51996,297,b'GALAXY',b'AGN',0.1311763,195.1391,38.92059,141.1501,129.0284,-19.66981,-13.06316
6373,540,51996,635,b'GALAXY',b'STARFORMING',0.09449878,258.012,47.5987,13.07399,85.71922,-33.47446,-11.00679
6374,541,51959,51,b'GALAXY',b'STARFORMING',0.1663401,111.0998,18.95894,22.20887,72.40466,-12.81651,-8.242458
6375,541,51959,57,b'GALAXY',b'STARBURST',0.09802054,531.3751,125.5813,82.33509,168.8369,-47.49462,-15.13585
6376,541,51959,364,b'GALAXY',b'STARFORMING',0.2490694,138.2654,28.1149,7.325304,47.66351,-18.71774,-6.101858
6377,542,51993,5,b'GALAXY',b'AGN',0.06141314,98.52151,22.13685,16.20178,60.16548,-3.296558,-2.072731
6378,542,51993,100,b'GALAXY',b'STARFORMING',0.06249979,267.0109,61.97749,20.9628,94.1062,-29.12795,-10.32112
6379,542,51993,265,b'GALAXY',b'STARFORMING',0.01552419,1509.113,372.8835,94.55556,679.321,-12.13646,-5.572129
6380,542,51993,365,b'GALAXY',b'STARFORMING',0.1336479,119.5232,24.3439,8.459385,46.0731,-12.68006,-4.743536
6381,542,51993,437,b'GALAXY',b'',0.01295327,78.67847,27.77064,32.34997,8.403046,-15.46656,-1.839426
6382,543,52017,96,b'GALAXY',b'STARBURST',0.07726645,532.7721,143.7086,81.07609,139.502,-61.21098,-16.19693
6383,543,52017,567,b'GALAXY',b'AGN',0.1626306,74.63213,18.58593,103.9176,62.52141,-10.5556,-8.505921
6384,543,52017,591,b'GALAXY',b'STARBURST',0.04207317,337.6091,91.66464,12.08359,105.1469,-45.01719,-16.11526
6385,544,52201,12,b'GALAXY',b'STARFORMING',0.1731646,149.4929,33.77131,26.74044,116.148,-10.177,-8.266144
6386,544,52201,24,b'GALAXY',b'',0.09216905,92.14887,18.55537,27.44158,51.75022,-5.707281,-3.258882
6387,544,52201,362,b'GALAXY',b'STARBURST',0.06573764,796.2512,195.5294,367.8524,132.6355,-73.83435,-12.49597
6388,544,52201,367,b'GALAXY',b'STARFORMING',0.06695577,75.77521,17.98405,16.86438,18.792,-17.17589,-4.038643
6389,544,52201,466,b'GALAXY',b'STARFORMING',0.09751506,262.9825,59.54741,12.85337,89.47839,-22.87212,-7.872975
6390,544,52201,529,b'GALAXY',b'STARFORMING',0.01347407,362.3369,116.084,86.02654,69.3895,-39.95787,-7.724163
6391,544,52201,535,b'GALAXY',b'STARFORMING',0.09656923,319.0014,72.34126,170.5277,202.9844,-20.23766,-12.66962
6392,545,52202,160,b'GALAXY',b'STARBURST',0.04240873,945.2681,221.9691,69.94896,351.9622,-47.66257,-17.55576
6393,545,52202,223,b'GALAXY',b'STARBURST',0.1311391,466.0404,96.5256,39.07399,176.7483,-44.98479,-16.96573
6394,545,52202,554,b'GALAXY',b'STARFORMING',0.03871502,244.5543,48.63006,21.91268,93.49482,-23.26843,-9.060583
6395,546,52205,27,b'GALAXY',b'STARFORMING',0.04874186,432.7506,89.80501,20.61649,143.3855,-29.16101,-9.445767
6396,546,52205,116,b'GALAXY',b'STARBURST',0.1578466,742.2161,205.109,307.4075,277.6137,-98.31036,-36.30421
6397,547,52207,119,b'GALAXY',b'STARFORMING',0.08009862,328.6585,65.83712,27.44436,112.4642,-30.16864,-10.09447
6398,547,51959,225,b'GALAXY',b'STARFORMING',0.03698352,268.6726,89.23385,122.5791,55.34832,-24.70762,-5.27974
6399,547,51959,243,b'GALAXY',b'STARFORMING',0.05700276,341.3218,69.98116,31.63168,130.9002,-9.907204,-3.818723
6400,547,52207,290,b'GALAXY',b'STARFORMING',0.1412821,150.9544,34.14119,13.54495,79.41109,-16.21598,-8.723692
6401,547,52207,291,b'GALAXY',b'STARFORMING',0.03155134,128.6673,41.36276,20.80815,46.23982,-14.15364,-5.159198
6402,547,51959,305,b'GALAXY',b'STARBURST',0.1247524,565.9483,119.0768,49.43409,235.9996,-51.79133,-21.15837
6403,547,52207,416,b'GALAXY',b'STARFORMING',0.05622951,91.22782,26.23575,24.16197,20.89735,-20.78999,-6.199082
6404,547,52207,463,b'GALAXY',b'STARFORMING',0.02353713,177.2914,40.39231,23.26108,82.66732,-3.906373,-1.821003
6405,547,51959,504,b'GALAXY',b'STARBURST',0.05642939,956.5372,221.423,42.40962,307.709,-57.20621,-18.26619
6406,547,52207,547,b'GALAXY',b'STARFORMING',0.1289313,153.5253,37.61412,17.0762,73.57434,-12.55166,-5.532452
6407,548,51986,347,b'GALAXY',b'STARBURST',0.04875174,888.9044,315.0427,1204.563,50.52002,-200.164,-9.897493
6408,548,51986,392,b'GALAXY',b'STARBURST',0.03774635,615.1619,176.8398,446.3212,74.9738,-61.75742,-7.683252
6409,549,51981,141,b'GALAXY',b'STARFORMING',0.04817162,3686393000.0,938115600.0,480130900.0,1335993000.0,-13.05206,-4.508493
6410,550,51959,14,b'GALAXY',b'STARBURST',0.06911991,358.2712,98.51281,30.47589,116.0666,-38.55237,-12.4508
6411,550,51959,500,b'GALAXY',b'STARFORMING',0.05186445,92.76204,30.03331,24.0478,19.64135,-18.82831,-3.530122
6412,550,51959,512,b'GALAXY',b'AGN',0.1245355,131.8284,34.12951,143.0874,87.96732,-23.5185,-15.90262
6413,551,51993,558,b'GALAXY',b'',0.05757556,64.27701,12.46457,15.80715,43.65121,-3.566573,-2.473666
6414,552,51992,44,b'GALAXY',b'',0.0997312,34.18015,9.445408,18.45705,46.55008,-2.189883,-3.17944
6415,552,51992,304,b'GALAXY',b'STARBURST',0.1067711,679.8669,182.3578,197.2845,234.1445,-53.26174,-18.3527
6416,552,51992,361,b'GALAXY',b'STARBURST',0.01268859,4598.079,861.8557,566.336,2705.238,-44.65845,-25.8929
6417,552,51992,603,b'GALAXY',b'STARFORMING',0.06024101,687.5237,134.1919,325.1236,296.0912,-36.41405,-15.37658
6418,552,51992,619,b'GALAXY',b'STARFORMING',0.09739962,118.9813,20.05919,10.99638,50.56461,-15.28128,-6.486704
6419,553,51999,130,b'GALAXY',b'AGN',0.03788303,188.3394,45.87465,154.7532,145.0223,-8.596871,-6.29274
6420,553,51999,269,b'GALAXY',b'STARBURST',0.06170438,454.1437,102.8815,52.78921,149.353,-37.29545,-12.09282
6421,553,51999,500,b'GALAXY',b'STARFORMING',0.07392576,90.90285,25.748,9.495486,32.185,-12.83792,-4.767949
6422,553,51999,599,b'GALAXY',b'AGN',0.07854206,28.25005,9.290756,25.76293,28.9978,-2.227229,-2.189587
6423,554,52000,30,b'GALAXY',b'STARFORMING',0.07715715,65.94743,17.61745,24.77529,19.01712,-11.34573,-3.218315
6424,554,52000,102,b'GALAXY',b'STARFORMING',0.04206632,144.1308,23.21515,12.86324,69.25888,-8.354344,-3.817873
6425,554,52000,485,b'GALAXY',b'STARBURST',0.04623078,543.0015,176.2375,315.4066,86.43945,-43.38983,-7.416391
6426,554,52000,488,b'GALAXY',b'STARBURST',0.05672313,296.3123,104.1705,273.5514,31.45818,-46.10767,-4.715494
6427,555,52266,125,b'GALAXY',b'STARFORMING',0.07410519,163.0511,38.04486,11.18109,64.56145,-17.45866,-6.952354
6428,555,52266,290,b'GALAXY',b'STARFORMING',0.1017416,89.67014,20.02464,9.225385,33.02082,-10.5599,-3.840256
6429,556,51991,11,b'GALAXY',b'STARBURST',0.005252107,8816.74,2817.976,16643.47,154.7941,-799.5567,-14.70046
6430,556,51991,16,b'GALAXY',b'STARFORMING',0.1144098,381.4227,86.01843,30.02541,167.1431,-29.09157,-12.62744
6431,556,51991,106,b'GALAXY',b'STARBURST',0.04774271,1027.606,240.1312,76.89831,406.959,-57.20317,-22.89903
6432,556,51991,226,b'GALAXY',b'STARFORMING',0.06204217,55.99374,13.60207,42.15729,9.502559,-5.738352,-1.500322
6433,557,52253,263,b'GALAXY',b'',0.149031,94.66528,16.11774,14.84595,43.47528,-8.605488,-4.324651
6434,557,52253,319,b'GALAXY',b'STARFORMING',0.04599021,547.6853,137.4253,121.6149,114.8122,-41.90712,-9.063403
6435,557,52253,406,b'GALAXY',b'STARFORMING',0.1081651,578.074,76.04221,23.38091,383.308,-41.04104,-26.36526
6436,559,52316,89,b'GALAXY',b'STARFORMING',0.006757555,128.6752,52.55428,95.4738,6.144896,-44.45816,-3.292512
6437,559,52316,236,b'GALAXY',b'STARFORMING',0.140818,85.83663,21.70789,9.390172,37.6704,-7.198113,-3.359295
6438,543,52017,473,b'GALAXY',b'STARFORMING',0.0600772,304.0421,75.61938,30.4833,112.027,-19.25965,-7.22208
6439,544,52201,128,b'GALAXY',b'STARFORMING',0.04277794,224.0248,48.49777,15.02536,82.79596,-11.7493,-4.354354
6440,544,52201,378,b'GALAXY',b'STARFORMING',0.09598573,515.0907,115.0352,21.63112,179.2082,-30.88264,-10.89301
6441,544,52201,498,b'GALAXY',b'STARBURST',0.09755614,175.7724,42.84197,16.13731,47.37356,-35.8329,-10.33359
6442,544,52201,522,b'GALAXY',b'STARFORMING',0.06811218,101.4901,31.17064,16.85703,27.69333,-27.94805,-7.036174
6443,545,52202,479,b'GALAXY',b'STARFORMING',0.09947117,174.4666,32.42404,16.53265,53.37856,-17.38641,-8.189836
6444,546,52205,467,b'GALAXY',b'STARFORMING',0.06453044,179.7221,46.0289,17.56911,60.34872,-20.4747,-6.600577
6445,546,52205,501,b'GALAXY',b'STARFORMING',0.1050771,293.8334,59.679,24.17452,134.3243,-19.06261,-6.661558
6446,547,52207,26,b'GALAXY',b'',0.118013,2963.585,905.6573,1962.226,427.5114,-191.337,-27.64737
6447,547,51959,90,b'GALAXY',b'STARFORMING',0.1325503,147.2184,34.87156,54.03687,83.49552,-12.897,-7.380022
6448,547,52207,98,b'GALAXY',b'STARFORMING',0.05756326,343.697,99.86444,82.81083,89.78379,-29.35419,-7.51403
6449,547,51959,141,b'GALAXY',b'STARBURST',0.02454043,2568.385,750.2973,1522.028,330.5504,-119.8239,-15.90986
6450,547,52207,153,b'GALAXY',b'STARFORMING',0.1864875,219.0298,59.14116,15.80797,77.55123,-33.44164,-11.41817
6451,547,52207,454,b'GALAXY',b'STARBURST',0.05640763,890.5419,219.2998,48.82184,294.1762,-52.93793,-17.76472
6452,547,51959,458,b'GALAXY',b'',0.1861168,75.29539,16.80054,83.59442,36.17944,-15.01482,-7.768671
6453,547,52207,515,b'GALAXY',b'STARFORMING',0.02740979,89.88287,25.80019,15.24806,27.68856,-10.94506,-3.090914
6454,548,51986,244,b'GALAXY',b'',0.05791355,41.6995,11.25245,13.75551,30.62512,-2.208287,-1.66431
6455,548,51986,449,b'GALAXY',b'',0.1489576,151.2346,29.98751,11.11875,64.87299,-17.36076,-7.589581
6456,549,51981,145,b'GALAXY',b'STARBURST',0.01446379,2667.156,696.1583,932.0523,494.7997,-105.3914,-20.42954
6457,549,51981,624,b'GALAXY',b'',0.06914922,135.0837,23.75037,17.85305,41.66879,-16.18333,-5.21407
6458,550,51959,273,b'GALAXY',b'AGN',0.09443568,57.86327,16.12634,25.36457,47.1032,-3.796032,-2.969838
6459,550,51959,540,b'GALAXY',b'',0.1466274,46.68256,17.66683,17.62785,23.42322,-5.538903,-2.857532
6460,551,51993,39,b'GALAXY',b'STARFORMING',0.1156769,170.2708,37.10343,18.04486,58.36717,-30.54445,-11.91704
6461,551,51993,157,b'GALAXY',b'AGN',0.2006399,733.1565,139.3911,584.3112,658.3624,-79.6426,-66.23096
6462,551,51993,304,b'GALAXY',b'STARFORMING',0.02346501,1006.468,293.7907,418.2004,184.1171,-35.52278,-6.790738
